ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10504446106540348,0.5475437010247137,0.4460161375836702,0.9759166725110825,0.1252973830293418,0.21609729725066357,-0.8596033850488863,-1.4876926417196183,-0.05789507030266883
